Language Code,Language Name,Sphere,ID,YouTubeURL,,,,transcript,Q1,Q2,Q3,Q4,CallToAction,
ENG,English,FAM,FAM-20,https://youtu.be/Cn2Hnvzplfw,,,,"Number 20: The Destructive Legacy of Polygamy. 
In 2 Chronicles 11:18- 21, we read: Rehoboam married his cousin, Mahalath, the daughter of David's son Jerimoth... Later Rehoboam married another cousin, Maacah, the granddaughter of Absalom... Rehoboam loved Maacah more than any of his other wives and concubines. In all, he had 18 wives and 60 concubines. And they gave birth to 28 sons and 60 daughters.
Wow. There was a lot of lack of self-control in Rehoboam's life, but it wasn't as bad as his father Solomon. But he learned from his father Solomon, how to not rein in his lust for pleasure. Rehoboam's leadership and his lack of self control in this area, had grave effects on the whole nation.
What you do in your family impacts culture. What you do in your family impacts how you do your job. What Rehoboam did with his family altered the history of Israel. His lack of self control with his wives and with money and taxes and several things (it's this spirit) led to people rising up against him. The kingdom was split into two and it was a terrible moment of history. For the next 400 years there'd be wars and cruelty and oppression and conflict. Who knows how many untold numbers of people suffered? Because one man did not know how to exercise self control in his family relationships and the implications that that had on the whole nation.
",Analyze the destructive effects of polygamy in Rehoboam's family.,How would individuals and leaders prioritizing self-control strengthen society?,,,"In light of what you've learned, what approach will you adopt?",
ENG,English,FAM,FAM-21,https://youtu.be/q2TUoKnl-8s,,,,"Number 21: Marriage and the Resurrection.
This comes from Mark 12:18-27. Here's some selections. Jesus was approached by some Sadducees — religious leaders who say there is no resurrection from the dead. They posed this question: Teacher, Moses gave us a law that if a man dies, leaving a wife without children, his brother should marry the widow and have a child who will carry on his brother's name. Well suppose there were seven brothers...
And they spin this yarn out. His brother marries a woman. He dies, and so the next brother marries her and he dies, and successively, until all seven have had the same woman. Now this is laughable in their culture because it was allowable for man to have multiple wives, but not for a woman to have multiple husbands. But the question was, and I continue with the passage , ""whose wife will she be in the resurrection?""
This seems so ludicrous. It was like, they're saying, obviously God would not allow that to happen. So there can't be any resurrection. ""Well, all seven of our marriage to her."" Jesus replied, ""Your mistake is that you don't know the Scriptures and you don't know the power of God. For when the dead rise, they will neither marry nor be given in marriage… But now, as to whether the dead will be raised haven't you read …He’s the God of the living, not of the dead.""
Look how Jesus does this. He talks about God. God is the God of Abraham, and Isaac and Jacob. And the scriptures say that after Abraham, Isaac and Jacob are dead. And because it says ""he is"" in present tense, he says, he's not the God of the dead, but of the living. So that means Abraham, Isaac and Jacob are alive.
So he exposed their double standard on marriage and exposed their ignorance of God and the Scriptures and His ways. It's important to understand though, that it says that neither marry, they won't be married or being given in marriage in heaven, doesn't mean that there's not family. There're no new marriages. The only wedding ceremony there in heaven is the marriage feast of the lamb. The family will still be recognized in heaven. And in this very passage, he talks about family dynamics, Abraham, Isaac, and Jacob. They're a family… Our choices here, the relationships here, will last beyond this life.",How does an eternal perspective affect your relationships on earth?,What support is there in your community for those who are widowed? ,,,How will you turn today's knowledge into tangible actions?,
ENG,English,FAM,FAM-22,https://youtu.be/mjexX3Od3jk,,,,"Number 22: God Hates Divorce.
Malachi 2:14-16. You cry out, ""Why doesn't the Lord accept my worship?"" I'll tell you why! Because the Lord witnessed the vows you and your wife made when you were young. But you have been unfaithful to her. Though she remained your faithful partner, the wife of your marriage vows.
Didn't the Lord make you one with your wife? In body and spirit you are his. And what does he want? Godly children from your union. So guard your heart; remain loyal to the wife of your youth. ""For I hate divorce!"" says the Lord, the God of Israel. ""To divorce your wife is to overwhelm her with cruelty,"" says the Lord of Heaven's Armies. ""So guard your heart, do not be unfaithful to your wife.""
It's important to know that it says here that God hates divorce. He hates broken relationships. He hates broken commandments. He hates disloyalty. It doesn't say he hates people who have been divorced. He loves people, he hates those things that, that are destructive to relationships and that wound people.
This passage urges the husband to be faithful to his wife. And it says this amazing phrase that being unfaithful to your wife is to overwhelm her with cruelty. Unfaithfulness is a cruel thing, that just overwhelms emotions, overwhelms the psyche, overwhelms the spirit. Twice it says this passage guard your heart. Once again we see it’s not so much about the external things. Those are important. But the place for the external problems are birthed is in the heart. Proverbs 4:23 says a similar thing. It says, Guard your heart above all else for it determines the course of your life.",Why does God clearly prohibit divorce in Malachi?,In what ways does divorce contribute to cruelty in society and how can you pray for families affected by divorce?  ,,,What changes are you compelled to make after today's session?,
ENG,English,FAM,FAM-CAT-3,https://youtu.be/OFiCVfldv9A,,,,"SECTION INTRODUCTION
This next section of scripture is 15 passages about biblical principles for parents and children. This is when the marriage bears fruit and you start seeing the next generation of family emerge.",,,,,,
ENG,English,FAM,FAM-23,https://youtu.be/IwaCewVIlG4,,,,"Number 23: Children Are a Gift From God.
So we'll begin with our 23rd key passage. Children Are a Gift from God, Psalm 127:3-5. Children are a gift from the Lord; they are a reward from him. Children born to a young man are like arrows in a warrior's hands. How joyful is the man whose quiver is full of them! He will not be put to shame when he confronts his accusers at the city gates.
This is really important passage for many in our world today, because many see children as a burden, as a risk, as something that keeps you from doing what you really want to do, your profession, your vocation, they're costly- too much money, and they limit your freedom. These thoughts are a result of a humanistic worldview, which sees virtue as me experiencing maximum personal individual fulfillment.
We're called to invest the lives of others. And there's nothing greater, no greater joy, no greater destiny, no greater legacy, than investing in the life of the next generation of children. Children should not be seen as a pain or problem. The world is designed for many people, billions more than currently are alive to be sustainable. There's not a population problem. There's a love problem. We don't love enough. We don't care enough. They're not a burden. They're a blessing.
It's interesting that this passage uses the language of arrows. An arrow is shaped as you know: the arrowhead, the shaft and it has to just be straight and the feathers at the end, which helped guide it in balance and flight. The arrow was designed that you keep it in your quiver for some time. Its purpose is to not for it to stay in the quiver, but to be fitted to a bow and launched to a great distance and to accomplish something that will benefit and protect the family. And that is an important thought. Parents are to be shapers of the children as someone who manufactures an arrow. So they will fly straight. They will fly true. They will fly far and they will be effective in what they're called to do.",How does your view on children compare to God's view?,Why might society not see children as a gift from God? ,,,How will today's discoveries fuel your actions?,
ENG,English,FAM,FAM-24,https://youtu.be/YSRs2-QUl_M,,,,"Number 24: We are Handmade by God.
Psalm 139:13-16. You made all the delicate, inner parts of my body and knit me together in my mother's womb. Thank you for making me so wonderfully complex! Your workmanship is marvelous —how well I know it. You watched me as I was being formed in utter seclusion. As I was woven together in the dark of the womb. You saw me before I was born…
Friends, we know that you and I came to life because at one point, your father and mother, as was in the case, my father and mother were joined sexually. And the two cells came together and conception happened. But who you are, who I am, who each one of us is, is so much more than the biology and the DNA of those two cells. You have a unique fingerprints and mother nature doesn’t do that. The Creator God, the Father of the universe, is the one who does that.
Nature just takes existing DNA and blends it. It doesn't do something new or innovative. If you cross a red rose with a yellow rose, you're going to have a red rose with the yellow edge around it. It was going to be a yellow rose with red flecks on it, or maybe orange-ish, but you're never going to have a purple rose. It can't do something unique. It just takes and re-blends, repackages what is. But you are unique. Your fingerprints are unique. Your retina prints are unique. Your voice prints are unique. Your walk is unique. Your face is unique. Everything about you is unique. There's not another copy like you. And beyond those physical elements, the talents, the gifts (who you are) that's unique.
And that's because you're a combination, both of your parents physical union, and God's spiritual intervention. Just like when he made Adam from dirt, he breathed on him. In the dirt was all the chemical stuff, all the DNA, all the prime material, all the raw material, everything that was needed, but he wasn't a living soul until God breathed on him. When those two cells come together God breathes on you and makes you, you. You're handmade by God. And that is good news.
Maybe you weren't especially loved as a child. Maybe you're a girl and your father wanted a boy, or maybe it was just the opposite. You're a boy and your mom wanted a girl. And for whatever reason, you may not have been celebrated as greatly as you should have been in your life. But God did. You are not a mistake. You're not an accident. You are purposely handmade by God and you are special. And he cares for you.",In what areas of your life do you struggle to believe that you are handcrafted by God?,"Where in your society do you see human life valued or not valued ?
",,,In what way will you turn today's learning into practical steps?,
ENG,English,FAM,FAM-25,https://youtu.be/yHVwdSvvfyA,,,,"Number 25: Children are Born with God's Help.
Genesis 4:1. Now Adam has sexual relations with his wife, Eve, and she became pregnant. When she gave birth to Cain, she said, ""With the Lord's help, I have produced a man.""
Just as in the previous section, we recognize that new life is both an act of a man and a woman coming together and also an act of God. Eve with the birth of the first human baby recognizes that's only possible with God's help. He intervened. He's a part of the story. So we should always give God the glory and focus on that.",How have you experienced God's help in your family journey?,How can society provide hope and support for couples experiencing infertility and loss? ,,,"Based on today's insights, what will you pledge to do?",
ENG,English,FAM,FAM-26,https://youtu.be/LJeRsGtiib0,,,,"Number 26: Abraham Cries Out for an Heir.
The next two are passages about the longing for children. When we don't have them. There are many couples who would love to have children and don't have one. The scriptures understand their story. Talks about people like that. The first one was a father who wanted a child. The second story is a mother who wanted a child.
Genesis 15:1-6. …Abraham replied, ""O Sovereign Lord what good all your blessings when I don't even have a son? Since you've given me no children, Eliezer of Damascus, a servant in my household will inherit all my wealth. You've given me no descendants of my own, so one of my servants will be my heir.""
Then the Lord said to him, ""No, your servant will not be your heir, for you will have a son of your own who will be your heir."" Then the Lord took Abram outside and said to him, ""Look up into the sky and count the stars if you can. That's how many descendants you will have!""
This is a remarkable story. And it portrays God's relationship with Abraham in a very intimate way. They're having this conversation like you would chat with your friend. It's not like a vision or a thought pattern. There, this is some kind of encounter with the living God. It's very tangible. Right in the middle of the story when they're talking about this, it says the Lord took Abraham outside. What was that like? Outside? Well it means that they were inside. Where? Probably the tent. He was a nomad, he cared for sheep. Abraham, it was his tent. He would have been the host. Also, if they're talking inside the tent.  God said, ""Let's go outside,"" and he probably would have opened the flap and they would duck their heads together. Did God hold him by the shoulder, put his arm around him, take it by the hand? How did God take him outside?
This is, you have got to put yourself in scene. God's really involved. He really cares. He is there. And He says, ""look up to the sky"". Abram wanted one son. He wanted a nine month miracle. God spoke of many, many descendants, not just one generation, but many generations afterwards that would be more than the stars of the sky. Millions upon millions upon millions. God sees your desire and he has bigger dreams for you than you have for yourself. His dreams for family that will touch the nations of the world. And that's what he had for Abraham. And that's what he has for you.",Why did God want to expand Abraham's vision beyond his need?,How does not having children limit society's economic potential?   ,,,How are you planning to respond to today's lessons in action?,
ENG,English,FAM,FAM-27,https://youtu.be/EvDAWRg55ro,,,,"Number 27: Hannah Prays For a Son.
The second story in this spirit is from 1 Samuel 1:10-11.Number 27, Hannah Prays for a Son. ""Hannah was in deep anguish, crying bitterly as she prayed to the Lord. And she made this vow: ""O Lord of Heaven's Armies, if you look upon my sorrow and answer my prayer and give me a son, then I will give him back to you. He'll be yours for his entire lifetime, and as a sign that he has been dedicated to the Lord, his hair will never be cut.""
She had long wanted to have a son, a child, and didn't have any. She prayed desperately. God heard her. And not too long thereafter, she became pregnant. And Samuel was born. Samuel was a remarkable prophet priest who served God and was used by God to both anoint Saul, the first king of Israel and David, the second king. And, what we need to understand is that God hears the longing of the heart, of a want-to-be mother, of a want-to-be father because he knows how valuable life is. God is a life-giver and he celebrates people who want to be life-givers too. When you want to give life to someone else you are identifying with a basic aspect of God's character and he's for you. He'll be with you. He will help you.",How did God show His understanding and care for Hannah's pain?,How does society benefit when motherhood is supported?,,,What is your next step after today's educational journey?,
ENG,English,FAM,FAM-28,https://youtu.be/g8VUK6IjtzQ,Family #26 with intro 1,https://youtu.be/cW4R2vf12ls,,"Number 28: Genealogies Tell the Story of Life.
I'm going to read the first three verses of 1Chronicles 1. It goes like this: The descendants of Adam were Seth, Enosh, Kenan, Mahalalel, Jared, Enoch, Methuselah, Lamech, and Noah…
Those are the first three verses. And for the next nine chapters, you have verse after verse after verse of one name after another. If you're like me, when you get to this part of the Bible, you're probably tempted to just skip over it. I mean, most verses have three or four or five names, per verse. That is almost ""perverse” to have so many names in such a concentrated place! But really why are, why is this long genealogy there? Why are there so many genealogies throughout the Bible? They're telling family stories, family lines. You know, speaking of legacy, of roots, of identity, of belonging, of heritage. These things are important. They shape us. When we lose our roots, when we forget where we come from, we no longer have a perspective as to where we were going. God honors family and these many genealogies throughout the scriptures, are ways of telling the story of life. Life happens through the interactions of family and through the fruitfulness and multiplication that comes through marriage.",Identify one story from your family that you want future generations to remember.,How do familiy stories shape peoples' identity and legacy? ,,,How will you activate the knowledge gained today?,
ENG,English,FAM,FAM-29,https://youtu.be/9Rloa6SKzU0,,,,"Number 29: God Understands Aaron's Parental Concerns.
I'm going to read from Leviticus 10:19-20 - Then Aaron answered Moses, ""Today my sons presented both their sin offering and their burnt offering to the Lord. And yet this tragedy has happened to me. If I had eaten the people's sin offering on such a tragic day as this, would the Lord have been pleased? And when Moses heard this, he was satisfied.
Now what is going on? What is the story about? In Leviticus, God is setting the rules of how to do religion. What kind of sacrifices and offerings to make and the role of the priests. And there are requirements on the priestly family that are not on the general population. And one of the things is that, they are supposed to treat the offerings with great respect. People bring the offerings at great sacrifice and they're not to use it for any personal way. And on this particular day, his two eldest sons, did not follow the instructions and fire fell and consumed them both. And he had to carry on and keep doing his work as a priest, even though there was great family pain.
Now this is the heart of the Levitical account of God's concern with justice and holiness. And there is a really important discovery to be made. If you read the book of Leviticus in the SourceView format you'll find the SphereView text in this book is almost all red, God's words with some few black passages of the narrator and every now and then a couple green words from Moses. The only blue text, the only time someone other than Moses or God speaks in this book is this little phrase right here, where Aaron, he keeps performing his service, but he can't bring himself to eat the sacrifice that he's supposed to eat because he's mourning the loss of his son. And so Moses said, ""Why aren't you following the rules? You know, you're supposed to do this."" And Aaron says, ""You know, please Moses, my brother, you know, just show mercy to me. My sons they are grieving because of the death of their brothers.""
God who so carefully had laid out the rules for the priesthood, readily understands and extends family compassion to him. This visual statement, the only blue text in this whole book of the Bible, adds to the picture that God is willing to make compassionate exceptions for family needs. Wow, this brings relational clarity and mercy into play as family and religion intersect.",How does God show understanding and mercy to Aaron in his grief? What does this reveal about God's character?,"What lessons does this teach about balancing grace and truth, especially toward leaders?",,,What specific action will you take as a result of today's learning?,
ENG,English,FAM,FAM-30,https://youtu.be/G0DnUSnuE3c,,,,"Number 30: Honor your Father and Mother.
Deuteronomy 5:16. This is the fifth commandment. And it says this: Honor your father and mother, as the Lord your God has commanded you. Then you will live a long, full life in the land The Lord your God is giving you.
Why should we honor father and mother? Really why? Maybe you've got great parents. Maybe you have bad parents. Maybe your father abused you. Maybe your mother abandoned you. Maybe they're idolaters or worshipers of false gods. Are you supposed to honor them? There's no qualification on this passage. It doesn't say honor your father and mother if they're nice people. It says, full-stop. Why? Why? No matter what they did in their life after they gave birth to you, they gave you the greatest gift that you have. They gave you life. Because they are life-givers, like God is a life-giver, you are to honor them. It doesn't mean that you always obey them, but you have a great respect and gratitude and appreciation for them. Even though they may have done many wrong things after that time, you may need to be forgiving them and doing other things, but God honors life-givers. And so should we.
And when we realize that life is the greatest gift, everything follows. Once you honor your father and mother, you can't kill somebody else. If you honor life-giver, you can't be a life-taker. And that's commandmentNumber six.
And if you honor your father and mother, you really aren't going to be inclined to commit adultery. Because even though that's not taking someone's life, physically it’s taking the most special thing in someone's life relationally, emotionally.
And if you're honoring your father and mother, you seek  not only to protect other people's lives and to be true to your marital vows, but you're also not going to be a thief. Well, why not be a thief? Those inanimate things that have nothing to do with life. Well, if I buy a television, I have to work so many hours at so many dollars an hour to be able save up enough money to buy that television. So that television isn't all of my life. So it's not like murder or the best thing in my life like my wife, but it represents weeks or maybe months of my labor so it's part of my life. That's why things are valuable - because they represent human life. That's why airplanes cost more than pencils. More human life goes into building an airplane. than goes into building a pencil. We value the life that has been invested.
And so you can see once you take this principle of recognizing that life is the greatest gift, we are to be people who love life, who champion life, who celebrate life, who protect life, who guard life, who honor life and honor life givers and all these other laws follow.",Reflect on what it means to biblically honor your parents in this season of life.,How is society blessed when it promotes a culture of honoring fathers and mothers? ,,,"In light of today's findings, what practical change will you make?",
ENG,English,FAM,FAM-31,https://youtu.be/HmIffYk5vtc,,,,"Number 31: Listen to Your Parents' Instructions.
Proverbs 1:8. My child, listen when your father corrects you, don't neglect your mother's instructions.
I know that if you are like me, there are times growing up when your dad was talking to you and you just tuned out, right? You on the outside, you were nodding your head looking obedient, but inside you're thinking, I am gonna do whatever I want to do. Not a desirable thing to do. The word here, for listen, is shema. It's the same word that is used when it says, Hear O Israel, the Lord our God, the Lord is one. Love the Lord, your God, with all your heart, soul and strength. Hear O Israel, Shema Israel. This word shema means to both listen and obey. It's, it's not just like the going in one ear; you're hearing with an intent to apply. There's an old English word that we don't use very much. It's the word ‘heed’. It means to listen and implement what you hear; to walk it out. And that's what we need to do.
Now, parents you use that wisely. And the way you instruct and give instructions to a five-year-old is different than a 15 year old or very different from 25 year-old. So this to children: we learn by obeying, and then we grow in our understanding and the rules that are given to us become internalized principles and the instruction that we receive from our parents become patterns that we walk in, because we have those self control mechanisms on the inside. That's what parenting is all about. This is your biggest discipleship opportunity in your life to invest in that next generation and children to learn and grow from your parents.",What are some examples in which your parents sought to train you wisely?,How could this idea of active listening and obedience shape parenting models in your community?,,,How will you bring today's lessons to life in your actions?,
ENG,English,FAM,FAM-32,https://youtu.be/BR38mLIKB5g,,,,"Number 32: Discipline Your Children with Love.
Proverbs 3:11-12. My child, don't reject the Lord's discipline and don't be upset when he corrects you. For the Lord corrects those he loves, just as a father corrects a child in whom he delights.
So when we correct as parents, we should do it in love, not in anger. And you need to do that very consistently. There's a process of that. We learned as young parents in our own family, that there's several steps in your disciplining of a child. Remember, you're not just taking out your emotions. No, that's not helpful. You're discipling them in the way they should go. So when, when there has been disobedience, when they have done something dangerous or wrong, something unkind, you get, you first get control of your own emotions and you sit with them and you help talk through and help them understand what was wrong. Make it clear you did this, you described the action and then help them define the motive behind that. I hit my sister and that was not kind. So, lack of kindness results in hitting the sister. You're helping them to think about outward action and the inner life. Then you apply the appropriate consequences.
Every family, you have to figure out exactly what that was. I know in my family growing up, if I lied, it meant getting a visit to the bathroom and having my mouth washed out with soap. I've learned very quickly how to tell the truth. But then after that, whatever that discipline is, you give an opportunity for repentance and asking for forgiveness. And this is a skill you can teach them. And you can say, I'm sorry, will you please forgive me? And you say that to the sister that you punched or to whoever was offended. I'm sorry, will you please forgive? If you ask a question, you wait for it to be answered. And then, then you hug each other, then you forgive, you embrace and you pray blessings on each other.
If you take the time and do this well, it's transformative. It is beneficial. It's life-giving. And what was a moment of brokenness, the moment of disobedience, the moment of the bad activity can be turned into something redemptive. And it's a full-time job, mom and dad. There are no holidays. And so you could just hang on for grace, you hold onto the Lord, but you discipline your children because you love them. That's what God does with us. That's what we need to do with our children.",What changes are you inspired to make in the way you discipline your children based on the character of God shown in Proverbs 3?,"What areas of society would be impacted if families correctly disciplined their children in godly love? 
 ",,,What new habit will you start as a result of today's knowledge?,
ENG,English,FAM,FAM-33,https://youtu.be/KuzDXk3K_-g,,,,"Number 33: Multi-generational Accountability.
Deuteronomy 29:29 says this, The Lord our God has secrets known to no one. We are not accountable for them, but we and our children are accountable forever for all that he has revealed to us, so that we may obey all the terms of these instructions.
We and our children. Now, the way your children are going to be accountable is because you're faithful in passing on God's revelation to the next generation. That's our responsibility as parents. We must train them. You must impart to them the truth, the insight. Parents are that the primary responsibility in the education, the development, the training, the teaching of their children. And we must pass on and not hold stories back. Tell stories of when you've done things well, tell stories of when you blown it.
All these stories are found in the Bible. We have records of people doing great victories and totally messing up. And we learned from all those stories, what to imitate, what to avoid. But pass on your stories, pass on the stories of scripture. Pass on the word of God. Make sure that we all know because we'll be held accountable, every generation.",How have choices of older generations affected you positively or negatively?,How can you parent and live to create a multi-generational legacy?,,,"After today's revelations, what will you commit to changing?",
ENG,English,FAM,FAM-34,https://youtu.be/o1TL1n-Bz3M,,,,"Number 34: Multi-generational Consequences.
Also from the book of Deuteronomy 5:8-10. You must not make for yourself an idol of any kind, or an image of anything in the heavens or the earth or in the sea. You must not bow down to them or worship them, for I, the Lord, your God, am a jealous God will not tolerate your affection for any other gods. I lay the sins of the parents upon their children; the entire family is affected --- even children in the third and fourth generations of those who reject me. But I lavish unfailing love for a thousand generations on those who love me and obey my commands.
You know, when we sin, sin is very deceptive and we rationalize a lot. And we usually think I'm an adult. I can choose this. It'll only affect me. It never affects only you. It always affects others; it always goes beyond what you deem it will. The consequences reach farther than you ever imagined. And that's what's here in this commandment. This understanding that sin and righteousness will affect not only you, but your children and your grandchildren and your great or great, great grandchildren to the third and fourth generation. Wow. So we're up. Take these things seriously. There are consequences and we want to live in our family in such a way that we're enhancing their future, not creating roadblocks in their future or placing landmines in the pathway before them because of the things that we have done. So let's be quick to acknowledge our sin and repent and turn from that and lead our children in that same way.
This is a wonderful how it is translated here. It says, “the entire family is affected.” There's nothing you do that is private or individual. Even if you do it by yourself, in your room alone at night, it affects the entire family. Entire families affected by idolatry by having anything other than God as the thing that you are following in your life.
But here's an encouraging thing. If you seek to live and go hard after God, the consequences of righteousness far outweigh the consequences of evil. The impact of evil is felt to three or four generations. The consequences of righteousness are felt to a thousand generations. Wow. That's four generations to a thousand generations. That's a 250 times better results. So let's live in that way. Investing in the future, making wise choices now, because we know generations that we will not know will be touched by what we decide today.",What courageous choices are you making that establish a legacy of blessings for future generations?,What generational injustices do you see in your society that you can partner with God in prayer to see change? ,,,What personal goal will you set based on today's learning?,
ENG,English,FAM,FAM-35,https://youtu.be/v021rb8ptzM,,,,"Number 35: Parents and Children Reconciled.
Malachi 4:5-6. Look, I'm sending you the prophet Elijah before the great and dreadful day of the Lord arrives. His preaching will turn the hearts of fathers to their children, and the hearts of children to their fathers. Otherwise I will come and strike the land with a curse.
Now let's get the context. These are the last words of the last book in the Original Testament. It's talking about family. Remember that the first words that God spoke to Abraham who started off this whole story, Genesis 12, was about family.
God said to Abraham He wanted to see every family blessed. It is about family and blessing. His last words are about if we don't have a heart for one another across generations, instead of blessing, there will be a curse. You can see this is the book and this is the meta narrative. This is the whole story of the Original Testament. God's heart is to bless every family. But if we don't walk in love our hearts toward one another fathers to their children, children to their parents, then we will not experience the blessing of God. It will result in curse.
Do you want to see your land blessed? Your nation blessed? Your society blessed? Your culture blessed? It begins with the family. This is what was said to Abraham. This is what, 1600 years later is said in Malachi. It's a millennia and a half later. When our hearts are not turned to one another, the land is cursed. Family love is a means of bringing blessing in the nation. Sometimes we think “I want to change the world.” So I'm going to go out and do this economic thing or this government thing or this media thing. All of those things are important, but friends, changing the world begins at home. It begins in the family. And so let's never forget the importance of following God and his ways at home.",Why does scripture begin and end with God's heart for family?,How does the way one generation relates to another in family bring blessing or curse in your society?  ,,,How will today's educational content inspire your future actions?,
ENG,English,FAM,FAM-36,https://youtu.be/c1kwwCWmNEI,,,,"Number 36: Adopted as God's Children.
Romans 8:14-15 For those who are led by the Spirit of God are the children of God. The Spirit you received did not make you slaves so that you live in fear again. Rather that the Spirit you received brought about your adoption to sonship. And by him, we cry, Abba Father.
The spirit of adoption is the spirit of “I love you,” and “I take voluntary responsibility to care for you.” If I don't feed or clothe or educate my children, those that are born from the union of myself and my wife, you say, what an irresponsible human being he is. But if I don't do that for somebody else's children, no one thinks the worst of me. So imagine when I'd go and I adopt child, I have no social obligation to care for that child. And I say, I'm taking on the responsibility of a parent because I want to. Because I desire you. Because you are important to me. You are precious. And I love you.
I know as kids sometimes, as children, we would tease someone very cruelly because they're not real parents they're are adopted. But actually the spirit of adoption is the most wonderful thing ever. It's the greatest thing. And when my wife and I understood this in the beginning of our marriage, we decided that at the time of the birth of each of our children, as soon as the child was out and in our hands we prayed a blessing over each one of the four, the three boys and the daughter we have. And we said, the first thing we said, Dear Jonathan, dear Timothy, dear Sarah, dear Matthew. You from this day forward, are our son, our daughter, and we will care for you not because we have to, but because we want to. You are our physical child, but we adopt you in the Spirit. You are ours because we want you. Parents you can do this. God has done this for us. He fulfills his obligations for us, his responsibilities, not because he has to, but because he wants to. This is how we should live with our families. Not out of dire stress. Oh, I’ve got to do this for my kids. But what a privilege we have to invest meaningfully, transformatively, lovingly in the life of another and make all the difference for their future.",Reflect on how God has adopted you into His family.,Why does adoption provide such a beautiful picture of God's love to society?,,,What will you do today to reflect the insights gained?,
ENG,English,FAM,FAM-CAT-4,https://youtu.be/QeNb6Fth3xM,,,,"SECTION INTRODUCTION
We're continuing with the biblical principles for living and family. This section we'll have eight passages and we begin with",,,,,,
ENG,English,FAM,FAM-37,https://youtu.be/U833lRqpLGo,,,,"Number 37: Every Family Member Valued.
2 Chronicles 31:15-16 says this: …They distributed the gifts among the families of priests in their towns by their divisions, dividing the gifts fairly among old and young alike. They distributed the gifts to all males three years old or older, regardless of their place in the genealogical records. The distribution went to all who would come to the Lord's temple to perform their daily duties according to their divisions.
This reflects a perspective that we find throughout the word of God. In Exodus, Moses said, ""we will all go"", when he's talking to Pharaoh and saying, “Let my people go.” He said some of you can go. He said, no, we will all go, young and old, our sons and daughters, our flocks our herds. We must all join in together in celebrating a festival to the Lord.
Pharaoh was not pleased with that. He replied on that occasion and you can read this an Exodus 10. ""Only the men may go and worship the Lord since that is what you requested"". But that's not what he had requested. There were two different worldviews. Who needs to be there at the worship time? Who's important in the family? Just the men, the older males? Or everybody? And what is it in your culture? Does your culture line up with biblical culture? Are some valued more than others? Are the old more valued than the young? Is youth idolized? Are women second class? In God's kingdom all are valued in the family. God's kingdom advances when all are valued and included in his purposes,
God promises in Joel 2:28 that ""I will pour out my spirit upon all people, your sons and your daughters will prophesy. Your old men will dream dreams and your young men will see visions. I will pour out my spirit, even on servants, men and women alike, but everyone who calls on the name of the Lord will be saved.
Peter quotes this in Acts 2 on the day of Pentecost. Again, let me just remind you the key words of that passage. All people, sons, daughters, old men, young men, servants, men, women, everyone. The message is pretty clear, isn't it? No one is excluded. Everyone is included. Everyone is valuable in the family, whatever age, whatever gender, whatever position in the family. Each individual is treasured.",Who are people in your life that are overlooked and undervalued that God is calling you to love?,"Why does God want us to value each person regardless of age, gender or status?",,,What strategy will you develop from today's learning?,
ENG,English,FAM,FAM-38,https://youtu.be/UPtplQrrrPI,,,,"Number 38: Caring for Family Members.
This comes from 1 Timothy 5:3-4,8. Take care of any widow who has no one else to care for her. But if she has children or grandchildren, their first responsibility is to show godliness at home and repay their parents by taking care of them. This is something that pleases God... But those who won't care for their relatives, especially those in their own household, have denied the true faith. Such people are worse than unbelievers.
It says that the first responsibility is godliness at home. Wow that's a challenge. It's taking care of parents, taking care of relatives - godliness and caring are linked together. Sometimes we think of godliness as being, you know, very straight-laced and sober and, and sanctimonious about doing just the right things. But really godliness is caring well. It's loving well, it's relating well and it's practical. It's real world stuff. You know, if you can make this work in your home, you can make it work any place. You can fool some of the people all of the time, you can fool all of the people some of the time, but you're never going to fool your family. That's where they see who you really are. Home is where the rubber meets the road and it must make the kingdom of God work there in those relationships by our caring multi-generationally. If it works here, it'll work anywhere. So are you looking out for one another? Are you exhibiting the kingdom of God in the family? If you are, that's the beginning of a new reformation in your culture.",What in this devotion challenges you the most and what actions is God leading you to take?,"How does the treatment of family members reflect authentic faith of a believer? 
",,,How will the knowledge acquired today shape your actions tomorrow?,
ENG,English,FAM,FAM-39,https://youtu.be/wSeb0FCLp4A,,,,"Number 39: Widows and Orphans.
This comes with Exodus 22:22-23. You must not exploit a widow and orphan. If you exploit them in any way, and they cry out to me, then I will certainly hear their cry, says the Lord.
Widows and orphans. These are literally those who are widows and orphans. And they're also a metaphor for all those who do not have family members who are standing up for them, protecting them, caring for them, providing for them. It's talking about the disadvantaged, the marginalized, the vulnerable, the lonely in our society. What is God's plan? We're to reach out, we are to be thoughtful, we are to include. In the kingdom of God, we don't take advantage of people. Because they are so vulnerable, you could maybe hire them for less than the going rate because they're desperate. We don't do that in the kingdom of God. We serve one another and we care for the least among us. We treat everyone with equal dignity.",Take time now and throughout the week to seek God's heart for those who are exploited in your community and intercede for them.,"Why does God demand fair treatment for the disadvantaged, vulnerable and lonely? ",,,What direct action are you inspired to take from today's content?,
